Year,Start Month,Start Day,Start Date (Temp),Start Date (String),Value
1997,1,31,1/31/1997,1997-01-31,7069.14
1996,12,31,12/31/1996,1996-12-31,6571.05
1996,11,30,11/30/1996,1996-12-02,6960.71
1996,10,31,10/31/1996,1996-10-31,7028.7
1996,9,30,9/30/1996,1996-09-30,7329.81
1996,8,31,8/31/1996,1996-09-02,7037.62
1996,7,31,7/31/1996,1996-07-31,7202.61
1996,6,30,6/30/1996,1996-07-01,7713.16
1996,5,31,5/31/1996,1996-05-31,8042.86
1996,4,30,4/30/1996,1996-04-30,8047
1996,3,31,3/31/1996,1996-04-01,8046.4
1996,2,29,2/29/1996,1996-02-29,8198.5
1996,1,31,1/31/1996,1996-01-31,7870.71
1995,12,31,12/31/1995,1996-01-01,8074.21
1995,11,30,11/30/1995,1995-11-30,8498.1
1995,10,31,10/31/1995,1995-10-31,8068.86
1995,9,30,9/30/1995,1995-10-02,8397.25
1995,8,31,8/31/1995,1995-08-31,8931.82
1995,7,31,7/31/1995,1995-07-31,8618
1995,6,30,6/30/1995,1995-06-30,7877.27
1995,5,31,5/31/1995,1995-05-31,7262.38
1995,4,30,4/30/1995,1995-05-01,7405
1995,3,31,3/31/1995,1995-03-31,7522.39
1995,2,28,2/28/1995,1995-02-28,8431.25
1995,1,31,1/31/1995,1995-01-31,9596.19
1994,12,31,12/31/1994,1995-01-02,8540.65
1994,11,30,11/30/1994,1994-11-30,7474.55
1994,10,31,10/31/1994,1994-10-31,6735.86
1994,9,30,9/30/1994,1994-09-30,6370.68
1994,8,31,8/31/1994,1994-08-31,5856.14
1994,7,31,7/31/1994,1994-08-01,6230.57
1994,6,30,6/30/1994,1994-06-30,6287.05
1994,5,31,5/31/1994,1994-05-31,6082.86
1994,4,30,4/30/1994,1994-05-02,5400.26
1994,3,31,3/31/1994,1994-03-31,5590.43
1994,2,28,2/28/1994,1994-02-28,5830.1
1994,1,31,1/31/1994,1994-01-31,5584.05
1993,12,31,12/31/1993,1993-12-31,5139.8
1993,11,30,11/30/1993,1993-11-30,4642.27
1993,10,31,10/31/1993,1993-11-01,4464.86
1993,9,30,9/30/1993,1993-09-30,4376.05
1993,8,31,8/31/1993,1993-08-31,4740.48
1993,7,31,7/31/1993,1993-08-02,5051.18
1993,6,30,6/30/1993,1993-06-30,5544.32
1993,5,31,5/31/1993,1993-05-31,5777.79
1993,4,30,4/30/1993,1993-04-30,5987.5
1993,3,31,3/31/1993,1993-03-31,5974.91
1993,2,28,2/28/1993,1993-03-01,6050.75
1993,1,31,1/31/1993,1993-02-01,5948.1
1992,12,31,12/31/1992,1992-12-31,5751.19
1992,11,30,11/30/1992,1992-11-30,5593.71
1992,10,31,10/31/1992,1992-11-02,6322.5
1992,9,30,9/30/1992,1992-09-30,6918.57
1992,8,31,8/31/1992,1992-08-31,7279.75
1992,7,31,7/31/1992,1992-07-31,7516.17
1992,6,30,6/30/1992,1992-06-30,7202.36
1992,5,31,5/31/1992,1992-06-01,7333.95
1992,4,30,4/30/1992,1992-04-30,7417.95
1992,3,31,3/31/1992,1992-03-31,7430.46
1992,2,29,2/29/1992,1992-03-02,7888
1992,1,31,1/31/1992,1992-01-31,7531.14
1991,12,31,12/31/1991,1991-12-31,7140.26
1991,11,30,11/30/1991,1991-12-02,7258.5
1991,10,31,10/31/1991,1991-10-31,7453.86
1991,9,30,9/30/1991,1991-09-30,7675.95
1991,8,31,8/31/1991,1991-09-02,8154.75
1991,7,31,7/31/1991,1991-07-31,8515.2
1991,6,30,6/30/1991,1991-07-01,8296.5
1991,5,31,5/31/1991,1991-05-31,8499.61
1991,4,30,4/30/1991,1991-04-30,9023
1991,3,31,3/31/1991,1991-04-01,8700
1991,2,28,2/28/1991,1991-02-28,8672
1991,1,31,1/31/1991,1991-01-31,8569
1990,12,31,12/31/1990,1990-12-31,8158
1990,11,30,11/30/1990,1990-11-30,8587
1990,10,31,10/31/1990,1990-10-31,9145
1990,9,30,9/30/1990,1990-10-01,10844
1990,8,31,8/31/1990,1990-08-31,10957
1990,7,31,7/31/1990,1990-07-31,9318
1990,6,30,6/30/1990,1990-07-02,8422
1990,5,31,5/31/1990,1990-05-31,8698
1990,4,30,4/30/1990,1990-04-30,8939
1990,3,31,3/31/1990,1990-04-02,9267
1990,2,28,2/28/1990,1990-02-28,6977
1990,1,31,1/31/1990,1990-01-31,7056
1989,12,31,12/31/1989,1990-01-01,8809
1989,11,30,11/30/1989,1989-11-30,9793
1989,10,31,10/31/1989,1989-10-31,10425
1989,9,30,9/30/1989,1989-10-02,11222
1989,8,31,8/31/1989,1989-08-31,12910
1989,7,31,7/31/1989,1989-07-31,12275
1989,6,30,6/30/1989,1989-06-30,12143
1989,5,31,5/31/1989,1989-05-31,13454
1989,4,30,4/30/1989,1989-05-01,15261.5
1989,3,31,3/31/1989,1989-03-31,17156.35
1989,2,28,2/28/1989,1989-02-28,18582.47
1989,1,31,1/31/1989,1989-01-31,17725.14
1988,12,31,12/31/1988,1989-01-02,16920.46
1988,11,30,11/30/1988,1988-11-30,13342.36
1988,10,31,10/31/1988,1988-10-31,11556.62
1988,9,30,9/30/1988,1988-09-30,11878.49
1988,8,31,8/31/1988,1988-08-31,14186.73
1988,7,31,7/31/1988,1988-08-01,14592.38
1988,6,30,6/30/1988,1988-06-30,15588.87
1988,5,31,5/31/1988,1988-05-31,17024.08
1988,4,30,4/30/1988,1988-05-02,18011.75
1988,3,31,3/31/1988,1988-03-31,15496.27
1988,2,29,2/29/1988,1988-02-29,8666.36
1988,1,31,1/31/1988,1988-02-01,8073.32
1987,12,31,12/31/1987,1987-12-31,7661.05
1987,11,30,11/30/1987,1987-11-30,5937.04
1987,10,31,10/31/1987,1987-11-02,5692.33
1987,9,30,9/30/1987,1987-09-30,5332.98
1987,8,31,8/31/1987,1987-08-31,5306.52
1987,7,31,7/31/1987,1987-07-31,4753.16
1987,6,30,6/30/1987,1987-06-30,4435.7
1987,5,31,5/31/1987,1987-06-01,4435.7
1987,4,30,4/30/1987,1987-04-30,3897.77
1987,3,31,3/31/1987,1987-03-31,3772.1
1987,2,28,2/28/1987,1987-03-02,3716.99
1987,1,31,1/31/1987,1987-02-02,3525.19
1986,12,31,12/31/1986,1986-12-31,3562.67
1986,11,30,11/30/1986,1986-12-01,3642.03
1986,10,31,10/31/1986,1986-10-31,3644.24
1986,9,30,9/30/1986,1986-09-30,3723.6
1986,8,31,8/31/1986,1986-09-01,3807.38
1986,7,31,7/31/1986,1986-07-31,3911
1986,6,30,6/30/1986,1986-06-30,4087.37
1986,5,31,5/31/1986,1986-06-02,4043.27
1986,4,30,4/30/1986,1986-04-30,4085.16
1986,3,31,3/31/1986,1986-03-31,4135.87
1986,2,28,2/28/1986,1986-02-28,3988.16
1986,1,31,1/31/1986,1986-01-31,4034.45
1985,12,31,12/31/1985,1985-12-31,4089.57
1985,11,30,11/30/1985,1985-12-02,4034.45
1985,10,31,10/31/1985,1985-10-31,4239.48
1985,9,30,9/30/1985,1985-09-30,4570.18
1985,8,31,8/31/1985,1985-09-02,4907.48
1985,7,31,7/31/1985,1985-07-31,5090.47
1985,6,30,6/30/1985,1985-07-01,5553.44
1985,5,31,5/31/1985,1985-05-31,5604.14
1985,4,30,4/30/1985,1985-04-30,5489.5
1985,3,31,3/31/1985,1985-04-01,5211.72
1985,2,28,2/28/1985,1985-02-28,5050.79
1985,1,31,1/31/1985,1985-01-31,4947.17
1984,12,31,12/31/1984,1984-12-31,4858.98
1984,11,30,11/30/1984,1984-11-30,4748.4
1984,10,31,10/31/1984,1984-10-31,4750.29
1984,9,30,9/30/1984,1984-10-01,4705.64
1984,8,31,8/31/1984,1984-08-31,4736.07
1984,7,31,7/31/1984,1984-07-31,4640.18
1984,6,30,6/30/1984,1984-07-02,4773.23
1984,5,31,5/31/1984,1984-05-31,4811.42
1984,4,30,4/30/1984,1984-04-30,4911.41
1984,3,31,3/31/1984,1984-04-02,4780.83
1984,2,29,2/29/1984,1984-02-29,4639.91
1984,1,31,1/31/1984,1984-01-31,4670.48
1983,12,31,12/31/1983,1984-01-02,4657
1983,11,30,11/30/1983,1983-11-30,4585.17
1983,10,31,10/31/1983,1983-10-31,4674.15
1983,9,30,9/30/1983,1983-09-30,4910.52
1983,8,31,8/31/1983,1983-08-31,4852.76
1983,7,31,7/31/1983,1983-08-01,4804.04
1983,6,30,6/30/1983,1983-06-30,4883.16
1983,5,31,5/31/1983,1983-05-31,5031.53
1983,4,30,4/30/1983,1983-05-02,4817.79
1983,3,31,3/31/1983,1983-03-31,4831.77
1983,2,28,2/28/1983,1983-02-28,4228.2
1983,1,31,1/31/1983,1983-01-31,3796.96
1982,12,31,12/31/1982,1982-12-31,3576.27
1982,11,30,11/30/1982,1982-11-30,3433.66
1982,10,31,10/31/1982,1982-11-01,3916.51
1982,9,30,9/30/1982,1982-09-30,4310.3
1982,8,31,8/31/1982,1982-08-31,4953.03
1982,7,31,7/31/1982,1982-08-02,5068.58
1982,6,30,6/30/1982,1982-06-30,5186.7
1982,5,31,5/31/1982,1982-05-31,5211.84
1982,4,30,4/30/1982,1982-04-30,5394.05
1982,3,31,3/31/1982,1982-03-31,5653.36
1982,2,28,2/28/1982,1982-03-01,5716.76
1982,1,31,1/31/1982,1982-02-01,5628.9
1981,12,31,12/31/1981,1981-12-31,5496.03
1981,11,30,11/30/1981,1981-11-30,5100.25
1981,10,31,10/31/1981,1981-11-02,5216.71
1981,9,30,9/30/1981,1981-09-30,5579.06
1981,8,31,8/31/1981,1981-08-31,5999.12
1981,7,31,7/31/1981,1981-07-31,6150.34
1981,6,30,6/30/1981,1981-06-30,6169.46
1981,5,31,5/31/1981,1981-06-01,6352.16
1981,4,30,4/30/1981,1981-04-30,6307.06
1981,3,31,3/31/1981,1981-03-31,6292.43
1981,2,28,2/28/1981,1981-03-02,6370.75
1981,1,31,1/31/1981,1981-02-02,6403.77
1980,12,31,12/31/1980,1980-12-31,6390.91
1980,11,30,11/30/1980,1980-12-01,6452.67
1980,10,31,10/31/1980,1980-10-31,6691.95
1980,9,30,9/30/1980,1980-09-30,6655.36
1980,8,31,8/31/1980,1980-09-01,6584.51
1980,7,31,7/31/1980,1980-07-31,6622.17
1980,6,30,6/30/1980,1980-06-30,6294.83
1980,5,31,5/31/1980,1980-06-02,6000.77
1980,4,30,4/30/1980,1980-04-30,6233.37
1980,3,31,3/31/1980,1980-03-31,6733.79
1980,2,29,2/29/1980,1980-02-29,6978.93
1980,1,31,1/31/1980,1980-01-31,6584.8
